prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance
6722791fac231101f4a89c8d,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Rural,"$100,000 - $149,999",Conservative
612c6bd26f5f81c5765989d9,25-34,Male,Christianity,American Indian or Alaska Native,Secondary education (e.g. GED/GCSE),English,Urban,"Less than $10,000",Conservative
58adfc6e7cf56d0001f931a2,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Very liberal
67a8d4209cbe02ab001f208a,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very liberal
673d14561ba68f9e67eeb728,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Conservative
66334e44f0f01a69e961ee4f,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Conservative
64ee18fad7ff63875d973306,35-44,Female,No Religion,Black or African American,High school diploma/A-levels,English,Urban,"Less than $10,000",Moderate
595bee9282be5500017ad683,65-74,Male,Buddhism,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$40,000 - $49,999",Socialist
6595d5e0e40533319c0188c2,25-34,Female,Buddhism,Asian,Undergraduate degree (BA/BSc/other),"Mandarin Chinese, Cantanese Chinese",Urban,"$60,000 - $69,999",Moderate
5a6e8532e6cc4a0001b6d728,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$90,000 - $99,999",Very conservative
63b6be87ead45e4fa772fbf5,35-44,Female,No Religion,White or Caucasian,Technical/community college,English,Urban,"$30,000 - $39,999",Conservative
5f828a47a08cb43c715fe3a2,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative
6682f7019ea9bcdd2e3f1394,25-34,Genderfluid,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"Less than $10,000",Liberal
663176c4d9c9b4d919f7b79e,35-44,Female,No Religion,Hispanic or Latino,Graduate degree (MA/MSc/MPhil/other),English,Urban,"More than $150,000",Moderate
66c3366a3b5834b89124e85a,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$20,000 - $29,999",Conservative
67abc93046ee894d0a8fba3b,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Very conservative
66a926551ab3748f5d5348aa,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"Less than $10,000",Conservative
64bbf16db125b5d6a2f3a911,65-74,Male,Spiritual but not religious,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Rural,"Less than $10,000",Conservative
6660e87571cd35e3fdd8a0f9,35-44,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$60,000 - $69,999",Very conservative
62cd43d66c2dd7ae9ab53ae7,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Conservative
654455ad0b76675379c66db4,35-44,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Liberal
6699501689977d23b04ce0b0,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"Less than $10,000",Conservative
67ad581c7825ebbd7a5365e0,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$90,000 - $99,999",Conservative
669eae1ac912c49d5b16c61f,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"Less than $10,000",Libertarian
66ca1f98117343c0b3e0b098,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$50,000 - $59,999",Very conservative
67f395c8e03972cb930993eb,45-54,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$40,000 - $49,999",Liberal
67e1e7ee146e905b3d4b0ad3,45-54,Male,No Religion,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Conservative
67ef6e8e9bfc15c060497365,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative
5ec5a42a646f515ef0e3f68b,25-34,Female,Spiritual but not religious,Asian,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Liberal
67f5828f366e42610fa78fd7,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$30,000 - $39,999",Liberal
67ba31945ce2bf5140ff9275,55-64,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Conservative
5f504fd2cc049d1cbf29c40d,25-34,Male,No Religion,Black or African American,High school diploma/A-levels,English,Suburban,"$80,000 - $89,999",Moderate
66465999853f99e3f05d5b3a,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Moderate
5dce29700ad506063969a4a5,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$30,000 - $39,999",Conservative
67d8cc0a703c167f5f7daf8b,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$20,000 - $29,999",Conservative
